phase,name,type,version,layer,role,connects_to,interfaces,source,repo_url,crate_url,direct_dependencies,dependency_count_est,language_or_stack,deployment_form,maturity,license,last_verified_year,notes,status,gap_or_conflict,conflicts_with,missing_depends_on,priority,rationale,selected_primary,option_2,option_3,decision_notes,dependencies,reverse_dependencies,ecosystem,tags,security_notes
Phase 3: Agent kernel/policy/memory/telemetry,mxp-agents,crate,0.3.2,L3: Protocol/Interop,MXP agents integration,mxp; agent-kernel/tools,Rust APIs,https://crates.io/crates/mxp-agents,,https://crates.io/crates/mxp-agents,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),cc,crate,1.2.50,L0: Build/Tooling,Compile C/C++ code from build.rs,native deps,Rust API,https://crates.io/crates/cc,,https://crates.io/crates/cc,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),compress-tools,crate,0.15.1,L0: Artifact/Compression,Archive compression/extraction,artifact pipeline,Rust API,https://crates.io/crates/compress-tools,,https://crates.io/crates/compress-tools,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),futures-io,crate,0.3.31,L0: Async/Foundation,futures IO traits,async stack,Rust API,https://crates.io/crates/futures-io,,https://crates.io/crates/futures-io,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),windows_i686_msvc,crate,0.53.1,L0: Platform/Windows,Windows import libs (i686 msvc),Windows builds,Rust,https://crates.io/crates/windows_i686_msvc,,https://crates.io/crates/windows_i686_msvc,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),strum,crate,0.27.2,L0: Foundation/Derive,Enum utilities + derives,schema/types,Rust macros,https://crates.io/crates/strum,,https://crates.io/crates/strum,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 4: Apps/Extensions + Specialized Subsystems,ruvector-sona,crate,0.1.4,L4: Routing/Learning,"Runtime-adaptive learning for LLM routers (LoRA, EWC++)",router/inference,Rust API,https://crates.io/crates/ruvector-sona,,https://crates.io/crates/ruvector-sona,,,Rust,crate,,,,,candidate,ok,,,P3,,,,,,ruvector-core; torch-sys; serde,None listed,rev.io / QuDAG direction,"ruvector,router,lora,ewc",
Phase 1: Foundation (env/configs/redox),tokio-util,crate,0.7.17,L0: Async/Foundation,Utilities for Tokio,tokio runtime,Rust API,https://crates.io/crates/tokio-util,,https://crates.io/crates/tokio-util,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),time,crate,0.3.44,L0: Foundation/Util,Time/date utilities,logging/scheduling,Rust API,https://crates.io/crates/time,,https://crates.io/crates/time,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),uuid,crate,1.19.0,L0: Foundation/Util,UUID generation,ids/identity,Rust API,https://crates.io/crates/uuid,,https://crates.io/crates/uuid,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),tempfile,crate,3.24.0,L0: Foundation/Util,Secure temp files/dirs,many tools,Rust API,https://crates.io/crates/tempfile,,https://crates.io/crates/tempfile,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agents-persistence,crate,0.0.27,L3: Data/Persistence,Persistence for agents framework,DB/state stores,Rust APIs,https://crates.io/crates/agents-persistence,,https://crates.io/crates/agents-persistence,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-memory, apache/datafusion, rbatis, ruvector",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),futures-sink,crate,0.3.31,L0: Async/Foundation,futures Sink trait,async stack,Rust API,https://crates.io/crates/futures-sink,,https://crates.io/crates/futures-sink,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 1: Foundation (env/configs/redox),tokio-macros,crate,2.6.0,L0: Async/Foundation,tokio proc macros,tokio runtime,Rust macros,https://crates.io/crates/tokio-macros,,https://crates.io/crates/tokio-macros,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-tiny-dancer-core,crate,0.1.25,L3: Routing/Core,Production-grade agent routing system (FastGRNN inference),gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-tiny-dancer-core,,https://crates.io/crates/ruvector-tiny-dancer-core,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,memmap2; serde; ruvector-core,ruvector-tiny-dancer-node; ruvector-tiny-dancer-wasm,rev.io / QuDAG direction,"ruvector,routing,fastgrnn",
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-snapshot,crate,0.1.22,L3: Storage/Backup,Point-in-time snapshots/backup for Ruvector databases,gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-snapshot,,https://crates.io/crates/ruvector-snapshot,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,serde; zstd; tar; ruvector-core,ruvector-server,rev.io / QuDAG direction,"ruvector,snapshot,backup",
Phase 3: Agent kernel/policy/memory/telemetry,agent-policy,crate,0.3.2,L3: Agent Kernel,Agent policy engine,capability governance,Rust APIs,https://crates.io/crates/agent-policy,,https://crates.io/crates/agent-policy,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-server,crate,0.1.22,L3: Storage/Server,REST API server for managing/querying Ruvector databases,gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-server,,https://crates.io/crates/ruvector-server,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,axum; tokio; serde; ruvector-core; ruvector-collections,None listed,rev.io / QuDAG direction,"ruvector,server,rest",
Phase 3: Agent kernel/policy/memory/telemetry,agents-core,crate,0.0.27,L3: Agent Platform,Core agents framework crate,agents-runtime/sdk/toolkit,Rust APIs,https://crates.io/crates/agents-core,,https://crates.io/crates/agents-core,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),autocfg,crate,1.5.0,L0: Build/Tooling,Build-time cfg detection helper,build scripts,Rust API,https://crates.io/crates/autocfg,,https://crates.io/crates/autocfg,,,Rust,crate,,,2025.0,Tracked explicitly (even if transitive) to stabilize builds across heterogeneous nodes.,keep,ok,,,P1,,yes,,,Pinned foundational crate for portability/determinism.,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,rbatis,crate,4.6.13,L3: Data/Persistence,ORM/DB access layer,agent state/persistence,Rust APIs,https://crates.io/crates/rbatis,,https://crates.io/crates/rbatis,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-memory, agents-persistence, apache/datafusion, ruvector",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),blocking,crate,1.6.2,L0: Foundation/Async,Blocking helpers for async ecosystems,runtime plumbing,Rust APIs,https://crates.io/crates/blocking,,https://crates.io/crates/blocking,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,smol-rs/smol,,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,claude-agent-sdk-rs,crate,0.3.3,L3: Agent Platform,Claude agent SDK (Rust),agent runtimes; tool gateway,Rust APIs,https://crates.io/crates/claude-agent-sdk-rs,,https://crates.io/crates/claude-agent-sdk-rs,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-replication,crate,0.1.22,L3: Storage/Replication,Replication/sync layer for Ruvector instances (tonic-based),gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-replication,,https://crates.io/crates/ruvector-replication,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,ruvector-core; tokio; serde; tonic,ruvector-cluster,rev.io / QuDAG direction,"ruvector,replication,grpc",
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-router-cli,crate,0.1.22,L3: Storage/CLI,CLI for testing/benchmarking ruvector-router-core,gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-router-cli,,https://crates.io/crates/ruvector-router-cli,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,clap; tokio; ruvector-router-core,None listed,rev.io / QuDAG direction,"ruvector,router,cli",
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-router-core,crate,0.1.25,L2: Storage/Router,Vector DB + neural routing inference engine core,gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-router-core,,https://crates.io/crates/ruvector-router-core,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,ndarray; serde; rayon; simd,ruvector-router-ffi; ruvector-router-wasm; ruvector-router-cli,rev.io / QuDAG direction,"ruvector,router,inference",
Phase 3: Agent kernel/policy/memory/telemetry,agent-adapters,crate,0.3.2,L3: Agent Platform,Agent adapters layer,agent-kernel/tools/providers,Rust APIs,https://crates.io/crates/agent-adapters,,https://crates.io/crates/agent-adapters,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agents-sdk,crate,0.0.27,L3: Agent Platform,Agents SDK (0.0.27),agents-runtime/core,Rust APIs,https://crates.io/crates/agents-sdk,,https://crates.io/crates/agents-sdk,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agent-kernel,crate,0.3.2,L3: Agent Kernel,Agent kernel core,"agent-policy, memory, tools",Rust APIs,https://crates.io/crates/agent-kernel,,https://crates.io/crates/agent-kernel,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agent-memory,crate,0.3.2,L3: Agent Kernel,Agent memory subsystem,"vector DBs, persistence",Rust APIs,https://crates.io/crates/agent-memory,,https://crates.io/crates/agent-memory,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agents-persistence, apache/datafusion, rbatis, ruvector",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agents-toolkit,crate,0.0.27,L3: Agent Platform,Agents toolkit (0.0.27),agents-core/runtime,Rust APIs,https://crates.io/crates/agents-toolkit,,https://crates.io/crates/agents-toolkit,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,agents-runtime,crate,0.0.27,L3: Agent Platform,Agents runtime (0.0.27),"agents-core, toolkit, sdk",Rust APIs,https://crates.io/crates/agents-runtime,,https://crates.io/crates/agents-runtime,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-router-ffi,crate,0.1.22,L3: Bindings/Node,NAPI-RS / FFI bindings for ruvector-router-core,gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-router-ffi,,https://crates.io/crates/ruvector-router-ffi,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,napi; napi-derive; ruvector-router-core,None listed,rev.io / QuDAG direction,"ruvector,router,node,ffi",
Phase 3: Agent kernel/policy/memory/telemetry,agent-tools,crate,0.3.2,L3: Tools,Tool definitions/execution,"MCP, local tools",Rust APIs,https://crates.io/crates/agent-tools,,https://crates.io/crates/agent-tools,,,Rust,crate,,,2025.0,Dependencies not expanded yet; will be auto-filled later via cargo metadata.,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 3: Swarm/Identity/Policy + Distributed Runtime,ruvector-router-wasm,crate,0.1.22,L3: Bindings/WASM,WASM bindings for ruvector-router-core,gateway/mcp + storage,Rust API,https://crates.io/crates/ruvector-router-wasm,,https://crates.io/crates/ruvector-router-wasm,,,Rust,crate,,,,,candidate,ok,,,P2,,,,,,wasm-bindgen; ruvector-router-core,None listed,rev.io / QuDAG direction,"ruvector,router,wasm",
Phase 4: Apps/Extensions + Specialized Subsystems,ruvector-scipix,crate,0.1.16,L4: Ingest/OCR,Scientific document OCR extracting LaTeX/MathML using ONNX acceleration,ingest/pipeline,Rust API,https://crates.io/crates/ruvector-scipix,,https://crates.io/crates/ruvector-scipix,,,Rust,crate,,,,,candidate,ok,,,P3,,,,,,ort; image; serde; tokenizers,None listed,rev.io / QuDAG direction,"ruvector,ocr,onnx,latex",
Phase 2: Core runtime + MCP/tooling,tough (TUF),component,,L6: Update/Deployment,TUF-compliant secure artifact distribution and update metadata validation,,,https://github.com/awslabs/tough,https://github.com/awslabs/tough,,,,Rust,repo,,,2025.0,,keep,ok,,,P0,"Provides secure update metadata, mirror rotation, and rollback protection.",yes,custom updater metadata,uptane,"TUF via tough selected for secure update metadata, rollback protection, and mirror rotation.",,,,,
Phase 2: Core runtime + MCP/tooling,sigstore-verification,component,,L1: Security/Provenance,Sigstore/SLSA provenance and attestation verification,,,https://github.com/sigstore/sigstore-rs,https://github.com/sigstore/sigstore-rs,,,,Rust,repo,,,2025.0,,keep,ok,,,P0,Adds SLSA-compliant artifact provenance verification.,yes,GPG signatures,in-toto only,Sigstore/SLSA selected for modern supply chain provenance verification.,,,,,
,agentsmith,crate,0.1.1,L3: Agent Platform,Agent framework crate (validate),tools/models/state,Rust APIs,https://crates.io/crates/agentsmith,,https://crates.io/crates/agentsmith,,,Rust,crate,,,2025.0,Dependencies not extracted (JS-blocked).,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),bootupd,component,,L6: Update/Deployment,A/B partition updater and bootloader updater for atomic OS upgrades,,,https://github.com/coreos/bootupd,https://github.com/coreos/bootupd,,,,Rust,repo,,,2025.0,,keep,ok,,,P0,Provides atomic A/B partition switching and rollback for OS images.,yes,RAUC (via zbus),Mender / SWUpdate,bootupd selected for A/B boot/partition update semantics; RAUC remains strong alternative especially for embedded Linux fleets.,,,,,
,autogpt,crate,0.1.14,L3: Agent Platform,AutoGPT-style framework in Rust,tools/models/state,Rust APIs,https://crates.io/crates/autogpt,,https://crates.io/crates/autogpt,,,Rust,crate,,,2025.0,Dependencies not extracted (JS-blocked).,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs, tiny-agent-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
,paiml/rust-mcp-sdk,repo,,L4: Tool Gateway/MCP,Rust MCP SDK,MCP clients/servers,MCP,https://github.com/paiml/rust-mcp-sdk,https://github.com/paiml/rust-mcp-sdk,,,,Rust,repo,,,2025.0,,candidate,conflict,"Epistates/turbomcp, memextech/ht-mcp, modelcontextprotocol/rust-sdk, qudag-mcp, rmcp, rust-mcp-sdk, ruvswarm-mcp",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,candidate,,,"MCP stack selection depends on required features (auth, streaming, transport, schema). Prefer single SDK + gateway mediation.",,,,,
,Epistates/turbomcp,repo,,L4: Tool Gateway/MCP,MCP helpers (purpose needs validation),MCP clients/servers,MCP,https://github.com/Epistates/turbomcp,https://github.com/Epistates/turbomcp,,,,Rust,repo,,,2025.0,,candidate,conflict,"memextech/ht-mcp, modelcontextprotocol/rust-sdk, paiml/rust-mcp-sdk, qudag-mcp, rmcp, rust-mcp-sdk, ruvswarm-mcp",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,candidate,,,"MCP stack selection depends on required features (auth, streaming, transport, schema). Prefer single SDK + gateway mediation.",,,,,
,memextech/ht-mcp,repo,,L4: Tool Gateway/MCP,MCP-related project (validate),MCP clients/servers,MCP,https://github.com/memextech/ht-mcp,https://github.com/memextech/ht-mcp,,,,Rust,repo,,,2025.0,,candidate,conflict,"Epistates/turbomcp, modelcontextprotocol/rust-sdk, paiml/rust-mcp-sdk, qudag-mcp, rmcp, rust-mcp-sdk, ruvswarm-mcp",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,candidate,,,"MCP stack selection depends on required features (auth, streaming, transport, schema). Prefer single SDK + gateway mediation.",,,,,
,modelcontextprotocol/rust-sdk,repo,,L4: Tool Gateway/MCP,Rust SDK for MCP,MCP clients/servers,MCP,https://github.com/modelcontextprotocol/rust-sdk,https://github.com/modelcontextprotocol/rust-sdk,,,,Rust,repo,,,2025.0,,candidate,conflict,"Epistates/turbomcp, memextech/ht-mcp, paiml/rust-mcp-sdk, qudag-mcp, rmcp, rust-mcp-sdk, ruvswarm-mcp",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,candidate,,,"MCP stack selection depends on required features (auth, streaming, transport, schema). Prefer single SDK + gateway mediation.",,,,,
,tiny-agent-rs,crate,0.1.0,L3: Agent Platform,Lightweight agent library for tool calling,inference backends; MCP tools,Rust APIs,https://crates.io/crates/tiny-agent-rs,,https://crates.io/crates/tiny-agent-rs,,,Rust,crate,,,2025.0,Dependencies not extracted (JS-blocked).,candidate,conflict,"agent-adapters, agent-kernel, agent-policy, agent-tools, agents-core, agents-runtime, agents-sdk, agents-toolkit, agentsmith, autogpt, block/goose, claude-agent-sdk-rs, daa-orchestrator, mxp-agents, rigs, swarms-rs",,P1,Overlapping solutions in same layer; select one primary implementation to avoid duplicated glue and divergent schemas.,,,,,,,,,
Phase 1: Foundation (env/configs/redox),rustBoot,component,,L0: Boot/Platform,Secure Rust bootloader with ECC signature verification; root of trust for Redox images,,,https://github.com/rust-embedded/rustBoot,https://github.com/rust-embedded/rustBoot,,,,Rust,repo,,,2025.0,,keep,ok,,,P0,Provides secure boot chain and ECC verification for Redox-class OS images.,yes,systemd-boot+SecureBoot,u-boot,rustBoot selected for Rust-native secure boot with ECC verification; verify hardware/UEFI constraints for targets.,,,,,
Phase 2: Core runtime + MCP/tooling,ockam,crate,,L1: Security/Identity (swarm),Secure channels + credentials + ABAC for node-to-node trust and authorization,node enrollment; swarm identity; gateway auth; policy engine,Ockam secure channels; credentials; ABAC,https://docs.rs/ockam/,,https://crates.io/crates/ockam,,,,,,,2025.0,,keep,ok,,,P0,"Provides fleet-scale identity, secure channels, and ABAC credentials; base for swarm identity.",yes,Holochain identity/capabilities,QuDAG crypto + custom enrollment,Ockam selected as cross-OS identity+secure channel substrate for ABAC credentials; integrates well with gateway policy plane.,,,,,
Phase 1: Foundation (env/configs/redox),rust-embed,crate,8.9.0,L0: Assets/Embedding,Embed static assets into binaries,packaging + UI,derive macro,https://crates.io/crates/rust-embed,,https://crates.io/crates/rust-embed,,,Rust,crate,,,2025.0,,keep,,,,P1,,yes,,,Common maintained approach for bundling assets across platforms.,,,,,
Phase 1: Foundation (env/configs/redox),include-bytes-zstd-macro,crate,0.1.0,L0: Assets/Embedding,Include file compressed with zstd (proc-macro),packaging,proc-macro,https://crates.io/crates/include-bytes-zstd-macro,,https://crates.io/crates/include-bytes-zstd-macro,,,Rust,crate,,,2025.0,,candidate,,,,P2,,candidate,,,Old (2023). Consider only if frozen deps acceptable; otherwise find maintained alternative.,,,,,
Phase 2: Core runtime + MCP/tooling,softbuffer,crate,0.4.6,L5: UI/Rendering,Software rendering buffer to a window,agent UI prototypes,Rust API,https://crates.io/crates/softbuffer,,https://crates.io/crates/softbuffer,,,Rust,crate,,,2025.0,,candidate,,,,P2,,candidate,,,Lightweight cross-platform window buffer; good for early UIs without GPU stack.,,,,,
Phase 2: Core runtime + MCP/tooling,interprocess,crate,2.2.3,L2: IPC,Cross-platform IPC toolkit,agent runtime; supervisor,Rust API,https://crates.io/crates/interprocess,,https://crates.io/crates/interprocess,,,Rust,crate,,,2025.0,,keep,,,,P1,,yes,,,Good for local multi-process agent components across Windows/Linux/macOS.,,,,,
Phase 1: Foundation (env/configs/redox),sha2,crate,0.10.9,L1: Crypto/Hash,SHA-2 hashing (RustCrypto),sigstore/tuf/cas,Rust API,https://crates.io/crates/sha2,,https://crates.io/crates/sha2,,,Rust,crate,,,2025.0,,keep,,,,P1,,yes,,,Baseline cryptographic hash. Note: 0.11.0 exists as RC; keep stable unless you need new backends.,,,,,
Phase 1: Foundation (env/configs/redox),portable-dlmalloc,crate,0.4.0,L0: Portability/Allocator,Portable global allocator implementation,memory subsystem,Rust API,https://crates.io/crates/portable-dlmalloc,,https://crates.io/crates/portable-dlmalloc,,,Rust,crate,,,2025.0,,candidate,,,,P2,,candidate,,,Use only if allocator portability is required; otherwise prefer system allocators per target.,,,,,
Phase 1: Foundation (env/configs/redox),portable-atomic,crate,1.12.0,L0: Portability/Atomics,Portable atomics incl. 128-bit support,runtime + deps,Rust API,https://crates.io/crates/portable-atomic,,https://crates.io/crates/portable-atomic,,,Rust,crate,,,2025.0,,keep,,,,P1,,yes,,,Pinned for cross-platform atomics; supports 128-bit atomics and wider target coverage.,,,,,
Phase 2: Core runtime + MCP/tooling,ockam-abac,crate,0.14.0,L1: Security/Identity (ABAC),ABAC authorization engine for Ockam message flows,ockam workers; message authorization,Rust API,https://crates.io/crates/ockam-abac/0.14.0,,https://crates.io/crates/ockam-abac/0.14.0,,,Rust,crate,,,2025.0,,keep,ok,,,P1,Concrete ABAC enforcement in Ockam worker systems.,,,,,,,,,
Phase 3: Agent kernel/policy/memory/telemetry,cap-std-ext,crate,,L3: Capabilities (code-level),"Extension helpers on top of cap-std (capability passing, temp resources, etc.)",supervisor -> child processes; sandboxing,Rust API,https://crates.io/crates/cap-std-ext,,https://crates.io/crates/cap-std-ext,,,Rust,crate,,,2025.0,Some versions flagged deprecated on deps.dev; confirm preferred current version when locking.,candidate,ok,,,P0,Bridge Cedar allow/deny decisions into concrete capability-restricted handles for subprocesses.,,,,,,,,,
Phase 4 (Compute & WASM),ruv-fann,crate,0.1.6,Compute/ML,Neural net library (FANN in Rust),,,user_list,https://github.com/ruvnet/ruv-FANN,https://crates.io/crates/ruv-fann,"serde, ndarray, rayon",3.0,Rust,,,,,,needs_verification,,,,,,,,,,"serde, ndarray, rayon","kimi-fann-core, neuro-divergent, neuro-divergent-models",QuDAG/rev.io,ml,
